Date,Age,Trial,Phase,Bird_ID,Arm,Choice,Entry_Time,Exit_Time,Halfway_Point,Contact_With_Bowl,Time_In_Arm
11th Dec,23,23,Post-change,Chicken2,O,0,16:11:00,16:26:00,0,0,15
11th Dec,23,23,Post-change,Chicken2,O,0,27:04:00,27:59:00,1,0,55
11th Dec,23,23,Post-change,Chicken2,B,1,00:54:00,01:10:00,0,0,16
11th Dec,23,23,Post-change,Chicken2,B,1,03:34:00,03:58:00,1,0,24
11th Dec,23,23,Post-change,Chicken2,B,1,07:59:00,08:06:00,0,0,7
11th Dec,23,23,Post-change,Chicken2,B,1,12:08,13:29:00,1,0,81
11th Dec,23,23,Post-change,Chicken2,B,1,17:28:00,19:07:00,0,0,99
11th Dec,23,23,Post-change,Chicken2,B,1,20:49:00,25:26:00,0,0,277
11th Dec,23,23,Post-change,Chicken3,O,0,10:40:00,11:32,1,0,52
11th Dec,23,23,Post-change,Chicken3,B,1,02:50:00,03:37:00,1,0,47
11th Dec,23,23,Post-change,Chicken3,B,1,06:20:00,06:54:00,1,0,34
11th Dec,23,23,Post-change,Chicken3,B,1,11:38:00,11:50,0,0,12
11th Dec,23,23,Post-change,Chicken3,B,1,16:41,16:47:00,0,0,6
11th Dec,23,23,Post-change,Chicken3,B,1,23:40:00,24:28:00,0,0,48
11th Dec,23,23,Post-change,Chicken4,O,0,01:06:00,01:20:00,0,0,14
11th Dec,23,23,Post-change,Chicken4,O,0,09:13,09:19:00,1,0,6
11th Dec,23,23,Post-change,Chicken4,O,0,11:58:00,12:12,0,0,14
11th Dec,23,23,Post-change,Chicken4,B,1,21:43:00,22:57:00,0,0,74
12th Dec,24,24,Post-change,Chicken1,O,0,19:02:00,19:20:00,0,0,18
12th Dec,24,24,Post-change,Chicken2,O,0,01:18:00,01:42:00,1,0,24
12th Dec,24,24,Post-change,Chicken2,O,0,04:45:00,06:13:00,0,0,88
12th Dec,24,24,Post-change,Chicken2,O,0,11:20:00,11:32:00,1,0,12
12th Dec,24,24,Post-change,Chicken2,O,0,13:02:00,13:37:00,1,0,35
12th Dec,24,24,Post-change,Chicken2,O,0,19:02,19:20,0,0,18
12th Dec,24,24,Post-change,Chicken2,B,1,00:25:00,00:48:00,1,0,23
12th Dec,24,24,Post-change,Chicken2,B,1,07:07:00,07:30:00,0,0,23
12th Dec,24,24,Post-change,Chicken2,B,1,15:04:00,15:15:00,1,0,11
12th Dec,24,24,Post-change,Chicken2,B,1,16:45:00,17:10:00,1,0,25
12th Dec,24,24,Post-change,Chicken2,B,1,23:40:00,24:12:00,0,0,32
12th Dec,24,24,Post-change,Chicken2,B,1,26:40:00,30:00:00,0,0,200
12th Dec,24,24,Post-change,Chicken3,O,0,03:19:00,03:34:00,1,0,15
12th Dec,24,24,Post-change,Chicken3,O,0,10:51:00,11:23:00,1,0,32
12th Dec,24,24,Post-change,Chicken3,O,0,13:13:00,13:37:00,1,0,24
12th Dec,24,24,Post-change,Chicken3,B,1,00:25:00,00:44:00,1,0,19
12th Dec,24,24,Post-change,Chicken3,B,1,15:44:00,16:53:00,0,0,69
12th Dec,24,24,Post-change,Chicken3,B,1,18:00:00,18:18:00,0,0,18
12th Dec,24,24,Post-change,Chicken3,B,1,21:52:00,22:30:00,1,0,38
12th Dec,24,24,Post-change,Chicken3,B,1,24:23:00,24:27:00,1,0,4
12th Dec,24,24,Post-change,Chicken4,O,0,00:56,01:52,1,0,56
12th Dec,24,24,Post-change,Chicken4,O,0,03:32,03:56,0,0,24
12th Dec,24,24,Post-change,Chicken4,O,0,10:58,11:36,0,0,38
12th Dec,24,24,Post-change,Chicken4,O,0,13:19:00,13:33:00,0,0,14
12th Dec,24,24,Post-change,Chicken4,O,0,20:56:00,21:11:00,0,0,75
12th Dec,24,24,Post-change,Chicken4,O,0,25:53:00,26:07:00,1,0,14
12th Dec,24,24,Post-change,Chicken4,B,1,10:35,10:59,0,0,24
12th Dec,24,24,Post-change,Chicken4,B,1,24:54:00,25:45:00,0,0,51
12th Dec,24,24,Post-change,Chicken4,B,1,28:07:00,30:00:00,1,0,113
25th Nov,7,2,Pre-change,Chicken2,B,1,30:40:00,30:50:00,1,1,10
25th Nov,7,2,Pre-change,Chicken3,B,1,06:05:00,07:28:00,1,1,01:23:00
26th Nov,8,3,Pre-change,Chicken1,B,1,11:35:00,13:45:00,1,1,130
26th Nov,8,3,Pre-change,Chicken1,B,1,15:22:00,16:32:00,1,1,70
26th Nov,8,3,Pre-change,Chicken2,B,1,01:27:00,01:38:00,1,1,00:11:00
26th Nov,8,3,Pre-change,Chicken2,B,1,02:13:00,02:16:00,1,1,00:03:00
26th Nov,8,3,Pre-change,Chicken4,B,1,11:37:00,13:45:00,1,1,118
26th Nov,8,4,Pre-change,Chicken1,O,0,12:19:00,12:21:00,1,1,2
26th Nov,8,4,Pre-change,Chicken4,O,0,12:18:00,12:31:00,1,1,13
28th Nov,10,5,Pre-change,Chicken1,B,1,01:19:00,01:46:00,1,1,27
28th Nov,10,5,Pre-change,Chicken1,B,1,26:10:00,N/A,1,1,N/A
28th Nov,10,5,Pre-change,Chicken2,B,1,01:19:00,01:46:00,1,1,27
28th Nov,10,5,Pre-change,Chicken2,B,1,11:31:00,12:43:00,1,1,72
1st Dec,13,6,Pre-change,Chicken1,B,1,03:04:00,04:03:00,1,1,59
1st Dec,13,6,Pre-change,Chicken1,B,1,04:37:00,05:10:00,1,1,33
1st Dec,13,6,Pre-change,Chicken2,B,1,01:19:00,01:46:00,1,1,27
1st Dec,13,6,Pre-change,Chicken2,B,1,05:29:00,13:31:00,1,1,482
1st Dec,13,6,Pre-change,Chicken3,B,1,00:21:00,01:10:00,1,1,49
1st Dec,13,6,Pre-change,Chicken3,B,1,26:34:00,26:56:00,1,1,22
1st Dec,13,6,Pre-change,Chicken4,B,1,01:35:00,02:26:00,1,1,51
1st Dec,13,6,Pre-change,Chicken4,B,1,05:29:00,12:10:00,1,1,401
1st Dec,13,7,Pre-change,Chicken3,B,1,00:52:00,15:55:00,1,1,903
1st Dec,13,7,Pre-change,Chicken4,B,1,05:05:00,14:26:00,1,1,561
2nd Dec,14,9,Pre-change,Chicken2,B,1,12:39:00,13:52,1,1,73
3rd Dec,15,11,Pre-change,Chicken1,O,0,01:12:00,01:33:00,1,1,21
3rd Dec,15,11,Pre-change,Chicken3,O,0,22:16:00,27:39:00,1,1,323
4th Dec,16,12,Pre-change,Chicken1,B,1,15:32:00,15:49:00,1,1,17
4th Dec,16,12,Pre-change,Chicken2,O,0,03:15:00,03:24:00,1,1,9
4th Dec,16,12,Pre-change,Chicken2,B,1,15:32:00,15:49:00,1,1,17
4th Dec,16,13,Pre-change,Chicken3,B,1,04:11:00,04:45:00,1,1,34
5th Dec,17,14,Pre-change,Chicken1,B,1,25:02:00,25:32:00,1,1,30
5th Dec,17,14,Pre-change,Chicken2,B,1,12:43:00,12:58:00,1,1,15
8th Dec,20,16,Post-change,Chicken2,B,1,19:55:00,20:27:00,1,1,32
8th Dec,20,16,Post-change,Chicken3,O,0,01:41:00,01:51:00,1,1,10
8th Dec,20,16,Post-change,Chicken3,B,1,05:39:00,05:44:00,1,1,5
8th Dec,20,16,Post-change,Chicken4,O,0,22:06:00,23:01:00,1,1,55
8th Dec,20,17,Post-change,Chicken2,O,0,08:42:00,08:57,0,1,15
9th Dec,21,18,Post-change,Chicken3,O,0,01:44:00,02:33,1,1,49
11th Dec,23,22,Post-change,Chicken1,O,0,04:40:00,04:48:00,1,1,8
11th Dec,23,22,Post-change,Chicken1,B,1,23:18:00,23:34:00,1,1,16
11th Dec,23,22,Post-change,Chicken2,B,1,01:34:00,02:07:00,1,1,33
11th Dec,23,22,Post-change,Chicken3,B,1,29:08:00,29:31:00,1,1,23
12th Dec,24,24,Post-change,Chicken1,B,1,16:58:00,17:20:00,1,1,22
12th Dec,24,24,Post-change,Chicken1,B,1,24:42:00,25:03:00,1,1,21
12th Dec,24,24,Post-change,Chicken3,O,0,01:26:00,02:58:00,1,1,92
12th Dec,24,24,Post-change,Chicken3,B,1,06:43:00,08:22:00,1,1,99
25th Nov,7,2,Pre-change,Chicken1,B,1,06:05:00,07:35:00,1,2,90
25th Nov,7,2,Pre-change,Chicken4,B,1,06:50:00,07:40:00,1,2,50
26th Nov,8,3,Pre-change,Chicken2,O,0,12:52:00,13:16:00,1,2,00:24:00
26th Nov,8,3,Pre-change,Chicken2,B,1,11:35:00,12:42:00,1,2,01:07:00
26th Nov,8,3,Pre-change,Chicken3,B,1,11:35:00,13:40:00,1,2,02:05:00
26th Nov,8,4,Pre-change,Chicken4,B,1,21:18:00,22:14,1,2,6
28th Nov,10,5,Pre-change,Chicken1,B,1,02:58:00,11:27:00,1,2,509
28th Nov,10,5,Pre-change,Chicken2,B,1,25:46:00,28:20:00,1,2,154
1st Dec,13,6,Pre-change,Chicken1,B,1,01:35,02:05,1,2,40
1st Dec,13,6,Pre-change,Chicken3,B,1,14:51:00,15:04:00,1,2,13
2nd Dec,14,9,Pre-change,Chicken2,B,1,02:21:00,03:20:00,1,2,59
2nd Dec,14,9,Pre-change,Chicken2,B,1,15:28:00,17:16:00,1,2,108
2nd Dec,14,9,Pre-change,Chicken3,B,1,14:49:00,15:56:00,1,2,67
2nd Dec,14,9,Pre-change,Chicken3,B,1,20:37:00,22:24:00,1,2,107
2nd Dec,14,9,Pre-change,Chicken3,B,1,28:43:00,30:00:00,1,2,77
2nd Dec,14,9,Pre-change,Chicken4,B,1,15:28:00,17:16:00,1,2,
4th Dec,16,12,Pre-change,Chicken2,O,0,09:19:00,09:41:00,1,2,22
4th Dec,16,12,Pre-change,Chicken2,B,1,03:59:00,04:11:00,0,2,12
4th Dec,16,12,Pre-change,Chicken4,O,0,28:37:00,30:00:00,1,2,83
4th Dec,16,13,Pre-change,Chicken1,B,1,00:05:00,01:13,1,2,68
8th Dec,20,16,Post-change,Chicken3,O,0,00:06:00,01:19,1,2,73
8th Dec,20,17,Post-change,Chicken3,O,0,08:43:00,09:37:00,1,2,54
9th Dec,21,19,Post-change,Chicken3,O,0,01:59:00,02:11:00,1,2,12
11th Dec,23,22,Post-change,Chicken2,B,1,02:48:00,03:02:00,1,2,14
11th Dec,23,22,Post-change,Chicken3,O,0,08:43:00,09:00:00,1,2,17
11th Dec,23,22,Post-change,Chicken4,B,1,05:37,05:51,1,2,14
11th Dec,23,22,Post-change,Chicken4,B,1,09:55,10:05,1,2,10
11th Dec,23,23,Post-change,Chicken3,B,1,08:18:00,08:41:00,1,2,23
11th Dec,23,23,Post-change,Chicken4,B,1,29:11:00,29:29:00,1,2,18
12th Dec,24,24,Post-change,Chicken1,B,1,00:26:00,00:44:00,1,2,18
12th Dec,24,24,Post-change,Chicken1,B,1,05:14:00,05:35:00,1,2,21
12th Dec,24,24,Post-change,Chicken2,O,0,20:55:00,21:29:00,1,2,34
12th Dec,24,24,Post-change,Chicken3,O,0,25:12:00,25:45:00,1,2,33
12th Dec,24,24,Post-change,Chicken4,B,1,26:24:00,26:53:00,1,2,29
25th Nov,7,2,Pre-change,Chicken1,B,1,05:32:00,05:56:00,1,3,24
26th Nov,8,3,Pre-change,Chicken3,B,1,15:55:00,18:10:00,1,3,02:15:00
28th Nov,10,5,Pre-change,Chicken1,B,1,29:05:00,29:51:00,1,3,46
28th Nov,10,5,Pre-change,Chicken4,B,1,02:58:00,04:48:00,0,3,110
2nd Dec,14,9,Pre-change,Chicken2,B,1,01:09:00,01:12:00,0,3,
3rd Dec,15,11,Pre-change,Chicken1,B,1,09:45:00,09:58:00,1,3,13
11th Dec,23,22,Post-change,Chicken1,B,1,12:15:00,12:52:00,1,3,37
11th Dec,23,22,Post-change,Chicken2,B,1,07:11:00,07:39:00,1,3,28
11th Dec,23,22,Post-change,Chicken3,B,1,28:19:00,28:53:00,1,3,34
11th Dec,23,23,Post-change,Chicken1,B,1,08:54:00,09:27,1,3,33
25th Nov,7,2,Pre-change,Chicken1,B,1,27:00:00,30:00:00,1,4,180
28th Nov,10,5,Pre-change,Chicken4,B,1,26:55:00,28:17:00,1,4,82
5th Dec,17,14,Pre-change,Chicken3,B,1,25:01:00,25:35:00,1,4,34
5th Dec,17,15,Pre-change,Chicken4,B,1,07:24:00,07:53:00,1,4,29
8th Dec,20,16,Post-change,Chicken1,B,1,19:35:00,20:15,1,4,40
11th Dec,23,22,Post-change,Chicken4,B,1,23:21:00,23:39:00,1,4,18
11th Dec,23,23,Post-change,Chicken4,B,1,03:07:00,04:36:00,1,4,89
25th Nov,7,2,Pre-change,Chicken3,B,1,05:19:00,06:00:00,1,5,00:41:00
25th Nov,7,2,Pre-change,Chicken3,B,1,28:40:00,29:58:00,1,5,01:18:00
26th Nov,8,3,Pre-change,Chicken2,B,1,02:40:00,04:31:00,1,5,01:51:00
28th Nov,10,5,Pre-change,Chicken4,B,1,28:33:00,29:24:00,1,5,51
26th Nov,8,3,Pre-change,Chicken1,B,1,02:35:00,06:26:00,1,6,231
26th Nov,8,3,Pre-change,Chicken1,B,1,06:35:00,10:28:00,1,6,233
26th Nov,8,3,Pre-change,Chicken4,B,1,02:28:00,06:18:00,1,6,230
28th Nov,10,5,Pre-change,Chicken1,B,1,27:30:00,28:28:00,1,6,58
2nd Dec,14,9,Pre-change,Chicken1,B,1,14:35:00,15:54:00,1,6,79
5th Dec,17,15,Pre-change,Chicken1,B,1,03:45:00,04:54,1,6,69
11th Dec,23,23,Post-change,Chicken1,B,1,03:04:00,04:08:00,1,6,64
25th Nov,7,2,Pre-change,Chicken2,B,1,05:35:00,07:28:00,1,7,113
26th Nov,8,3,Pre-change,Chicken3,B,1,02:40:00,05:20:00,1,7,02:40:00
26th Nov,8,3,Pre-change,Chicken3,B,1,05:34:00,10:28:00,1,7,04:54:00
2nd Dec,14,9,Pre-change,Chicken3,B,1,24:14:00,27:12:00,1,7,178
11th Dec,23,22,Post-change,Chicken3,B,1,00:32:00,01:13:00,1,7,41
11th Dec,23,22,Post-change,Chicken4,B,1,07:30,08:14,1,7,44
11th Dec,23,23,Post-change,Chicken1,B,1,28:52:00,29:18:00,1,7,26
26th Nov,8,3,Pre-change,Chicken4,B,1,06:30:00,10:45:00,1,8,255
11th Dec,23,22,Post-change,Chicken1,B,1,28:25:00,28:56:00,1,8,31
11th Dec,23,23,Post-change,Chicken4,B,1,05:52:00,07:19:00,1,8,87
11th Dec,23,22,Post-change,Chicken1,B,1,05:05:00,05:59:00,1,9,54
26th Nov,8,3,Pre-change,Chicken2,B,1,06:38:00,08:43:00,1,10,02:05:00
11th Dec,23,23,Post-change,Chicken2,B,1,04:55,06:50,1,11,115
11th Dec,23,23,Post-change,Chicken1,B,1,05:23:00,06:58:00,1,15,95
12th Dec,24,24,Post-change,Chicken2,B,1,09:18:00,10:38:00,1,16,80
11th Dec,23,22,Post-change,Chicken1,B,1,02:21:00,03:40:00,1,21,79
2nd Dec,14,9,Pre-change,Chicken2,B,1,04:29:00,05:33:00,1,-,64
25th Nov,7,1,Pre-change,Chicken1,O,0,24:09:00,24:21:00,0,N/A,14
25th Nov,7,1,Pre-change,Chicken1,B,1,18:53:00,23:28:00,1,N/A,275
25th Nov,7,1,Pre-change,Chicken1,B,1,24:23:00,26:07:00,0,N/A,76
25th Nov,7,1,Pre-change,Chicken2,B,1,18:53:00,23:50:00,1,N/A,297
25th Nov,7,1,Pre-change,Chicken2,B,1,24:23:00,24:37:00,1,N/A,14
25th Nov,7,1,Pre-change,Chicken2,B,1,24:56:00,28:39:00,1,N/A,223
28th Nov,10,5,Pre-change,Chicken4,B,1,19:53:00,N/A,N/A,N/A,N/A
25th Nov,7,1,Pre-change,Chicken4,B,1,19:16:00,24:21:00,1,,/
25th Nov,7,1,Pre-change,Chicken4,B,1,24:23:00,30:00:00,1,,337
